STATE_CODE,STATE_CODE_EXP,SHRP_ID,COUNTY,COUNTY_EXP,FUNCTIONAL_CLASS,FUNCTIONAL_CLASS_EXP,ROUTE_NO,ROUTE_SIGNING,ROUTE_SIGNING_EXP,ROUTE_QUALIFIER,ROUTE_QUALIFIER_EXP,ALT_ROUTE_NAME,NO_OF_LANES,MILEPOINT,LOCATION_INFO
37,North Carolina,1803,99,JACKSON,2,Rural Principal Arterial - Other,74,3,U.S.,,,,2,77.85,"BEGINS 4.5 MILES SOUTHEAST OF US 441, BETWEEN WILMONT CEMETARY RD AND BARKERS CREEK RD, 45.9 MILES WEST OF ASHEVILLE, NC, 6.2 MILES SOUTHEAST OF BRYSON CITY, NC"
37,North Carolina,1814,113,MACON,2,Rural Principal Arterial - Other,23,3,U.S.,,,,2,13.67,"BEGINS 0.64 MILES SOUTH OF US 64 (SR 28), BETWEEN US 64 (SR28) AND COUNTY RD 1701, 14.8 MILES SOUTH OF SYLVA, NC (SAVANNAH CREEK)"
37,North Carolina,1817,67,FORSYTH,2,Rural Principal Arterial - Other,311,3,U.S.,,,,2,57.7,"BEGINS 2.2 MILES SOUTHEAST OF I-40, BETWEEN RIDGEWOOD RD AND UNION CROSS RD, 14.2 MILES WEST OF GRENSBORO, NC"
37,North Carolina,1992,37,CHATHAM,2,Rural Principal Arterial - Other,421,3,U.S.,,,,2,171.9,"BEGINS 0.9 MILES NORTH (ENDS 1.97 SOUTH) OF US 64, BETWEEN SILVER CITY SNOW CAMP RD (COUNTY RD 1004) AND CHATHAM AVE EXTENSION (SR 2113), 21.9 MILES SOUTH OF GREENSBORO, NC"
37,North Carolina,2819,81,GUILFORD,2,Rural Principal Arterial - Other,220,3,U.S.,,,,2,90.4,"BEGINS 4.9 MILES SOUTH OF I-85, BETWEEN OLD RANDLEMAN RD (MILE MAKRER 91) AND SR 62 (CLIMAX HIGH POINT), 10.3 MILES EAST OF HIGH POINT, NC, 0.6 MILES FROM SOUTHERN EDGE OF GREENSBORO, NC"
37,North Carolina,2824,37,CHATHAM,2,Rural Principal Arterial - Other,421,3,U.S.,,,,1,168.9,"BEGINS 0.9 MILES NORTH (ENDS 1.97 SOUTH) OF US 64, BETWEEN SILVER CITY SNOW CAMP RD (COUNTY RD 1004) AND CHATHAM AVE EXTENSION (SR 2113), 21.9 MILES SOUTH OF GREENSBORO, NC"
37,North Carolina,2825,119,MECKLENBURG,16,Urban Minor Arterial,1138,10,None of the above,,,,2,0.69,"BEGINS 0.6 MILES NORTH OF I-77, BETWEEN I-77 AND SR 49, 9.0 MILES SOUTHWEST OF CHARLOTTE, NC CITY CENTER"
37,North Carolina,3008,45,CLEVELAND,14,Urban Other Principal Arterial,74,3,U.S.,,,,2,22.93,"BEGINS 2.5 MILES NORTHWEST OF I-85, BETWEEN SR 216 (PIEDMONT AVE) AND OLD GROVE RD (COUNTY RD 2033), 6.5 MILES WEST OF GASTONIA, NC"
37,North Carolina,3011,127,NASH,1,Rural Principal Arterial - Interstate,95,2,Interstate,,,,2,129.0,"1946 FEET FROM SR 1745 TO STA 0+00 4.26 MILES FROM WILSON/NASH CO. LINE TO STA 0+00  (ROCKY MOUNT,NC)"
37,North Carolina,3044,63,DURHAM,1,Rural Principal Arterial - Interstate,85,2,Interstate,,,,2,181.6,"0.4 MILE FROM SR 1632 (RED MILL RD) TO STA 0+00  (DURHAM,NC)"
37,North Carolina,3807,57,DAVIDSON,2,Rural Principal Arterial - Other,52,3,U.S.,,,,2,100.8,"BEGINS 5.5 MILES SOUTH OF I-40, BETWEEN MAIN ST (OLD US 52) AND HICKORY TREE RD, 17.8 MILES WEST OF HIGH POINT, NC"
37,North Carolina,3816,63,DURHAM,2,Rural Principal Arterial - Other,147,4,State,,,,2,8.0,"BEGINS 7.8 MILES SOUTHEAST OF US 501, BETWEEN GLOVER RD AND ELLIS RD, 50.7 MILES EAST OF GREENSBORO, NC, 15.0 MILES EAST OF CHAPEL HILL, NC"
37,North Carolina,5037,21,BUNCOMBE,11,Urban Principal Arterial - Interstate,40,2,Interstate,,,,2,54.52,"3624 FEET FROM (EXIT 55-OTEEN) SR 2838 TO STATION 0+00   (ASHEVILLE,NC)"
37,North Carolina,5826,171,SURRY,1,Rural Principal Arterial - Interstate,77,2,Interstate,,,,2,98.22,"0.49 MILES NORTH OF 1345  (MOUNT AIRY,NC)"
37,North Carolina,5827,157,ROCKINGHAM,2,Rural Principal Arterial - Other,29,3,U.S.,,,,2,154.1,"1.96 MILES FROM SR 2552 TO STA 0+00  (REIDSVILLE,NC)"
37,North Carolina,A960,105,LEE,2,Rural Principal Arterial - Other,1,3,U.S.,,,,2,73.1,"0.75 MILES SOUTH OF SR 1415 (COLON RD) (SANFORD,NC)"
37,North Carolina,A961,105,LEE,2,Rural Principal Arterial - Other,1,3,U.S.,,,,2,73.1,"0.75 MILES SOUTH OF SR 1415 (COLON RD) (SANFORD,NC)"
37,North Carolina,A962,105,LEE,2,Rural Principal Arterial - Other,1,3,U.S.,,,,2,73.1,"0.75 MILES SOUTH OF SR 1415 (COLON RD) (SANFORD,NC)"
37,North Carolina,A963,105,LEE,2,Rural Principal Arterial - Other,1,3,U.S.,,,,2,73.1,"0.75 MILES SOUTH OF SR 1415 (COLON RD) (SANFORD,NC)"
37,North Carolina,A964,105,LEE,2,Rural Principal Arterial - Other,1,3,U.S.,,,,2,73.1,"0.75 MILES SOUTH OF SR 1415 (COLON RD) (SANFORD,NC)"
37,North Carolina,A965,105,LEE,2,Rural Principal Arterial - Other,1,3,U.S.,,,,2,73.1,"0.75 MILES SOUTH OF SR 1415 (COLON RD) (SANFORD,NC)"
38,North Dakota,0213,17,CASS,1,Rural Principal Arterial - Interstate,94,2,Interstate,,,,2,331.7,"BEGINS 0.47 (ENDS 3.77) MILES EAST OF SR 18 (CASSELTON EXCHANGE) AND BEGINS 17.8 (ENDS 14.5) MILES WEST OF I-29, BETWEEN CASSELTON EXCHANGE AND MAPLETON (163RD AVE SE), 16.2 MILES WEST OF FARGO, ND"
38,North Dakota,0214,17,CASS,1,Rural Principal Arterial - Interstate,94,2,Interstate,,,,2,331.7,"BEGINS 0.47 (ENDS 3.77) MILES EAST OF SR 18 (CASSELTON EXCHANGE) AND BEGINS 17.8 (ENDS 14.5) MILES WEST OF I-29, BETWEEN CASSELTON EXCHANGE AND MAPLETON (163RD AVE SE), 16.2 MILES WEST OF FARGO, ND"
38,North Dakota,0215,17,CASS,1,Rural Principal Arterial - Interstate,94,2,Interstate,,,,2,331.7,"BEGINS 0.47 (ENDS 3.77) MILES EAST OF SR 18 (CASSELTON EXCHANGE) AND BEGINS 17.8 (ENDS 14.5) MILES WEST OF I-29, BETWEEN CASSELTON EXCHANGE AND MAPLETON (163RD AVE SE), 16.2 MILES WEST OF FARGO, ND"
38,North Dakota,0216,17,CASS,1,Rural Principal Arterial - Interstate,94,2,Interstate,,,,2,331.7,"BEGINS 0.47 (ENDS 3.77) MILES EAST OF SR 18 (CASSELTON EXCHANGE) AND BEGINS 17.8 (ENDS 14.5) MILES WEST OF I-29, BETWEEN CASSELTON EXCHANGE AND MAPLETON (163RD AVE SE), 16.2 MILES WEST OF FARGO, ND"
38,North Dakota,0217,17,CASS,1,Rural Principal Arterial - Interstate,94,2,Interstate,,,,2,331.7,"BEGINS 0.47 (ENDS 3.77) MILES EAST OF SR 18 (CASSELTON EXCHANGE) AND BEGINS 17.8 (ENDS 14.5) MILES WEST OF I-29, BETWEEN CASSELTON EXCHANGE AND MAPLETON (163RD AVE SE), 16.2 MILES WEST OF FARGO, ND"
38,North Dakota,0218,17,CASS,1,Rural Principal Arterial - Interstate,94,2,Interstate,,,,2,331.7,"BEGINS 0.47 (ENDS 3.77) MILES EAST OF SR 18 (CASSELTON EXCHANGE) AND BEGINS 17.8 (ENDS 14.5) MILES WEST OF I-29, BETWEEN CASSELTON EXCHANGE AND MAPLETON (163RD AVE SE), 16.2 MILES WEST OF FARGO, ND"
38,North Dakota,0219,17,CASS,1,Rural Principal Arterial - Interstate,94,2,Interstate,,,,2,331.7,"BEGINS 0.47 (ENDS 3.77) MILES EAST OF SR 18 (CASSELTON EXCHANGE) AND BEGINS 17.8 (ENDS 14.5) MILES WEST OF I-29, BETWEEN CASSELTON EXCHANGE AND MAPLETON (163RD AVE SE), 16.2 MILES WEST OF FARGO, ND"
38,North Dakota,0220,17,CASS,1,Rural Principal Arterial - Interstate,94,2,Interstate,,,,2,331.7,"BEGINS 0.47 (ENDS 3.77) MILES EAST OF SR 18 (CASSELTON EXCHANGE) AND BEGINS 17.8 (ENDS 14.5) MILES WEST OF I-29, BETWEEN CASSELTON EXCHANGE AND MAPLETON (163RD AVE SE), 16.2 MILES WEST OF FARGO, ND"
38,North Dakota,0221,17,CASS,1,Rural Principal Arterial - Interstate,94,2,Interstate,,,,2,331.7,"BEGINS 0.47 (ENDS 3.77) MILES EAST OF SR 18 (CASSELTON EXCHANGE) AND BEGINS 17.8 (ENDS 14.5) MILES WEST OF I-29, BETWEEN CASSELTON EXCHANGE AND MAPLETON (163RD AVE SE), 16.2 MILES WEST OF FARGO, ND"
38,North Dakota,0222,17,CASS,1,Rural Principal Arterial - Interstate,94,2,Interstate,,,,2,331.7,"BEGINS 0.47 (ENDS 3.77) MILES EAST OF SR 18 (CASSELTON EXCHANGE) AND BEGINS 17.8 (ENDS 14.5) MILES WEST OF I-29, BETWEEN CASSELTON EXCHANGE AND MAPLETON (163RD AVE SE), 16.2 MILES WEST OF FARGO, ND"
38,North Dakota,0223,17,CASS,1,Rural Principal Arterial - Interstate,94,2,Interstate,,,,2,331.7,"BEGINS 0.47 (ENDS 3.77) MILES EAST OF SR 18 (CASSELTON EXCHANGE) AND BEGINS 17.8 (ENDS 14.5) MILES WEST OF I-29, BETWEEN CASSELTON EXCHANGE AND MAPLETON (163RD AVE SE), 16.2 MILES WEST OF FARGO, ND"
38,North Dakota,0224,17,CASS,1,Rural Principal Arterial - Interstate,94,2,Interstate,,,,2,331.7,"BEGINS 0.47 (ENDS 3.77) MILES EAST OF SR 18 (CASSELTON EXCHANGE) AND BEGINS 17.8 (ENDS 14.5) MILES WEST OF I-29, BETWEEN CASSELTON EXCHANGE AND MAPLETON (163RD AVE SE), 16.2 MILES WEST OF FARGO, ND"
38,North Dakota,0259,17,CASS,1,Rural Principal Arterial - Interstate,94,2,Interstate,,,,2,331.7,"BEGINS 0.47 (ENDS 3.77) MILES EAST OF SR 18 (CASSELTON EXCHANGE) AND BEGINS 17.8 (ENDS 14.5) MILES WEST OF I-29, BETWEEN CASSELTON EXCHANGE AND MAPLETON (163RD AVE SE), 16.2 MILES WEST OF FARGO, ND"
38,North Dakota,0260,17,CASS,1,Rural Principal Arterial - Interstate,94,2,Interstate,,,,2,331.7,"BEGINS 0.47 (ENDS 3.77) MILES EAST OF SR 18 (CASSELTON EXCHANGE) AND BEGINS 17.8 (ENDS 14.5) MILES WEST OF I-29, BETWEEN CASSELTON EXCHANGE AND MAPLETON (163RD AVE SE), 16.2 MILES WEST OF FARGO, ND"
38,North Dakota,0261,17,CASS,1,Rural Principal Arterial - Interstate,94,2,Interstate,,,,2,331.7,"BEGINS 0.47 (ENDS 3.77) MILES EAST OF SR 18 (CASSELTON EXCHANGE) AND BEGINS 17.8 (ENDS 14.5) MILES WEST OF I-29, BETWEEN CASSELTON EXCHANGE AND MAPLETON (163RD AVE SE), 16.2 MILES WEST OF FARGO, ND"
38,North Dakota,0262,17,CASS,1,Rural Principal Arterial - Interstate,94,2,Interstate,,,,2,331.7,"BEGINS 0.47 (ENDS 3.77) MILES EAST OF SR 18 (CASSELTON EXCHANGE) AND BEGINS 17.8 (ENDS 14.5) MILES WEST OF I-29, BETWEEN CASSELTON EXCHANGE AND MAPLETON (163RD AVE SE), 16.2 MILES WEST OF FARGO, ND"
38,North Dakota,0263,17,CASS,1,Rural Principal Arterial - Interstate,94,2,Interstate,,,,2,331.7,"BEGINS 0.47 (ENDS 3.77) MILES EAST OF SR 18 (CASSELTON EXCHANGE) AND BEGINS 17.8 (ENDS 14.5) MILES WEST OF I-29, BETWEEN CASSELTON EXCHANGE AND MAPLETON (163RD AVE SE), 16.2 MILES WEST OF FARGO, ND"
38,North Dakota,0264,17,CASS,1,Rural Principal Arterial - Interstate,94,2,Interstate,,,,2,331.7,"BEGINS 0.47 (ENDS 3.77) MILES EAST OF SR 18 (CASSELTON EXCHANGE) AND BEGINS 17.8 (ENDS 14.5) MILES WEST OF I-29, BETWEEN CASSELTON EXCHANGE AND MAPLETON (163RD AVE SE), 16.2 MILES WEST OF FARGO, ND"
38,North Dakota,2001,35,GRAND FORKS,2,Rural Principal Arterial - Other,2,3,U.S.,,,,2,340.0,"9.5 MI E. OF ST-18 -- 16.5 MI W. OF I-29 -- 2.5 MI W. OF EMERADO EXIT -- WEST GRAND FORKS, ND."
38,North Dakota,3005,63,NELSON,2,Rural Principal Arterial - Other,2,3,U.S.,,,,2,299.21,"3.75 MI E. OF HWY-1 -- 6.4 MI W. OF HWY-35 -- NEAR LAKOTA, ND."
38,North Dakota,3006,69,PIERCE,2,Rural Principal Arterial - Other,2,3,U.S.,,,,2,207.73,"BEGINS 15.8 MILES EAST OF SR 14, 3.2 MILES WEST OF SR 3, BETWEEN 24TH AVE NE AND 27TH AVE NE, 56.5 MILES EAST OF MINOT, ND, 5 MILES EAST OF TOWNER, ND"
38,North Dakota,5002,17,CASS,1,Rural Principal Arterial - Interstate,29,2,Interstate,,,,2,52.53,"10.7 MILES S. OF I-94 -- 2.3 MI N. OF CO RD-18 -- S OF FARGO, ND."
39,Ohio,0101,41,DELAWARE,2,Rural Principal Arterial - Other,23,3,U.S.,,,,2,20.98,"BEGINS 9.1 (ENDS 6.31) MILES NORTH OF US 36 ALSO, BEGINS 1.7 (ENDS 4.49) MILES SOUTH OF SR 47, BETWEEN SR 229 (NORTON RD)AND COUNTY RD 198 (RADNOR RD), 5.51 MILES NORTH OF DELAWARE, OH"
39,Ohio,0102,41,DELAWARE,2,Rural Principal Arterial - Other,23,3,U.S.,,,,2,20.98,"BEGINS 9.1 (ENDS 6.31) MILES NORTH OF US 36 ALSO, BEGINS 1.7 (ENDS 4.49) MILES SOUTH OF SR 47, BETWEEN SR 229 (NORTON RD)AND COUNTY RD 198 (RADNOR RD), 5.51 MILES NORTH OF DELAWARE, OH"
39,Ohio,0103,41,DELAWARE,2,Rural Principal Arterial - Other,23,3,U.S.,,,,2,20.98,"BEGINS 9.1 (ENDS 6.31) MILES NORTH OF US 36 ALSO, BEGINS 1.7 (ENDS 4.49) MILES SOUTH OF SR 47, BETWEEN SR 229 (NORTON RD)AND COUNTY RD 198 (RADNOR RD), 5.51 MILES NORTH OF DELAWARE, OH"
39,Ohio,0104,41,DELAWARE,2,Rural Principal Arterial - Other,23,3,U.S.,,,,2,20.98,"BEGINS 9.1 (ENDS 6.31) MILES NORTH OF US 36 ALSO, BEGINS 1.7 (ENDS 4.49) MILES SOUTH OF SR 47, BETWEEN SR 229 (NORTON RD)AND COUNTY RD 198 (RADNOR RD), 5.51 MILES NORTH OF DELAWARE, OH"
39,Ohio,0105,41,DELAWARE,2,Rural Principal Arterial - Other,23,3,U.S.,,,,2,20.98,"BEGINS 9.1 (ENDS 6.31) MILES NORTH OF US 36 ALSO, BEGINS 1.7 (ENDS 4.49) MILES SOUTH OF SR 47, BETWEEN SR 229 (NORTON RD)AND COUNTY RD 198 (RADNOR RD), 5.51 MILES NORTH OF DELAWARE, OH"
39,Ohio,0106,41,DELAWARE,2,Rural Principal Arterial - Other,23,3,U.S.,,,,2,20.98,"BEGINS 9.1 (ENDS 6.31) MILES NORTH OF US 36 ALSO, BEGINS 1.7 (ENDS 4.49) MILES SOUTH OF SR 47, BETWEEN SR 229 (NORTON RD)AND COUNTY RD 198 (RADNOR RD), 5.51 MILES NORTH OF DELAWARE, OH"
39,Ohio,0107,41,DELAWARE,2,Rural Principal Arterial - Other,23,3,U.S.,,,,2,20.98,"BEGINS 9.1 (ENDS 6.31) MILES NORTH OF US 36 ALSO, BEGINS 1.7 (ENDS 4.49) MILES SOUTH OF SR 47, BETWEEN SR 229 (NORTON RD)AND COUNTY RD 198 (RADNOR RD), 5.51 MILES NORTH OF DELAWARE, OH"
39,Ohio,0108,41,DELAWARE,2,Rural Principal Arterial - Other,23,3,U.S.,,,,2,20.98,"BEGINS 9.1 (ENDS 6.31) MILES NORTH OF US 36 ALSO, BEGINS 1.7 (ENDS 4.49) MILES SOUTH OF SR 47, BETWEEN SR 229 (NORTON RD)AND COUNTY RD 198 (RADNOR RD), 5.51 MILES NORTH OF DELAWARE, OH"
39,Ohio,0109,41,DELAWARE,2,Rural Principal Arterial - Other,23,3,U.S.,,,,2,20.98,"BEGINS 9.1 (ENDS 6.31) MILES NORTH OF US 36 ALSO, BEGINS 1.7 (ENDS 4.49) MILES SOUTH OF SR 47, BETWEEN SR 229 (NORTON RD)AND COUNTY RD 198 (RADNOR RD), 5.51 MILES NORTH OF DELAWARE, OH"
39,Ohio,0110,41,DELAWARE,2,Rural Principal Arterial - Other,23,3,U.S.,,,,2,20.98,"BEGINS 9.1 (ENDS 6.31) MILES NORTH OF US 36 ALSO, BEGINS 1.7 (ENDS 4.49) MILES SOUTH OF SR 47, BETWEEN SR 229 (NORTON RD)AND COUNTY RD 198 (RADNOR RD), 5.51 MILES NORTH OF DELAWARE, OH"
39,Ohio,0111,41,DELAWARE,2,Rural Principal Arterial - Other,23,3,U.S.,,,,2,20.98,"BEGINS 9.1 (ENDS 6.31) MILES NORTH OF US 36 ALSO, BEGINS 1.7 (ENDS 4.49) MILES SOUTH OF SR 47, BETWEEN SR 229 (NORTON RD)AND COUNTY RD 198 (RADNOR RD), 5.51 MILES NORTH OF DELAWARE, OH"
39,Ohio,0112,41,DELAWARE,2,Rural Principal Arterial - Other,23,3,U.S.,,,,2,20.98,"BEGINS 9.1 (ENDS 6.31) MILES NORTH OF US 36 ALSO, BEGINS 1.7 (ENDS 4.49) MILES SOUTH OF SR 47, BETWEEN SR 229 (NORTON RD)AND COUNTY RD 198 (RADNOR RD), 5.51 MILES NORTH OF DELAWARE, OH"
39,Ohio,0159,41,DELAWARE,2,Rural Principal Arterial - Other,23,3,U.S.,,,,2,20.98,"BEGINS 9.1 (ENDS 6.31) MILES NORTH OF US 36 ALSO, BEGINS 1.7 (ENDS 4.49) MILES SOUTH OF SR 47, BETWEEN SR 229 (NORTON RD)AND COUNTY RD 198 (RADNOR RD), 5.51 MILES NORTH OF DELAWARE, OH"
39,Ohio,0160,41,DELAWARE,2,Rural Principal Arterial - Other,23,3,U.S.,,,,2,20.98,"BEGINS 9.1 (ENDS 6.31) MILES NORTH OF US 36 ALSO, BEGINS 1.7 (ENDS 4.49) MILES SOUTH OF SR 47, BETWEEN SR 229 (NORTON RD)AND COUNTY RD 198 (RADNOR RD), 5.51 MILES NORTH OF DELAWARE, OH"
39,Ohio,0201,41,DELAWARE,2,Rural Principal Arterial - Other,23,3,U.S.,,,,2,17.83,"BEGINS 5.7 (ENDS 9.2) MILES NORTH OF US 36, BETWEEN SR 229 (NORTON RD) AND COUNTY RD 209 (TROUTMAN RD), 2.9 MILES NORTH OF DELAWARE, OH"
39,Ohio,0202,41,DELAWARE,2,Rural Principal Arterial - Other,23,3,U.S.,,,,2,17.83,"BEGINS 5.7 (ENDS 9.2) MILES NORTH OF US 36, BETWEEN SR 229 (NORTON RD) AND COUNTY RD 209 (TROUTMAN RD), 2.9 MILES NORTH OF DELAWARE, OH"
39,Ohio,0203,41,DELAWARE,2,Rural Principal Arterial - Other,23,3,U.S.,,,,2,17.83,"BEGINS 5.7 (ENDS 9.2) MILES NORTH OF US 36, BETWEEN SR 229 (NORTON RD) AND COUNTY RD 209 (TROUTMAN RD), 2.9 MILES NORTH OF DELAWARE, OH"
39,Ohio,0204,41,DELAWARE,2,Rural Principal Arterial - Other,23,3,U.S.,,,,2,17.83,"BEGINS 5.7 (ENDS 9.2) MILES NORTH OF US 36, BETWEEN SR 229 (NORTON RD) AND COUNTY RD 209 (TROUTMAN RD), 2.9 MILES NORTH OF DELAWARE, OH"
39,Ohio,0205,41,DELAWARE,2,Rural Principal Arterial - Other,23,3,U.S.,,,,2,17.83,"BEGINS 5.7 (ENDS 9.2) MILES NORTH OF US 36, BETWEEN SR 229 (NORTON RD) AND COUNTY RD 209 (TROUTMAN RD), 2.9 MILES NORTH OF DELAWARE, OH"
39,Ohio,0206,41,DELAWARE,2,Rural Principal Arterial - Other,23,3,U.S.,,,,2,17.83,"BEGINS 5.7 (ENDS 9.2) MILES NORTH OF US 36, BETWEEN SR 229 (NORTON RD) AND COUNTY RD 209 (TROUTMAN RD), 2.9 MILES NORTH OF DELAWARE, OH"
39,Ohio,0207,41,DELAWARE,2,Rural Principal Arterial - Other,23,3,U.S.,,,,2,17.83,"BEGINS 5.7 (ENDS 9.2) MILES NORTH OF US 36, BETWEEN SR 229 (NORTON RD) AND COUNTY RD 209 (TROUTMAN RD), 2.9 MILES NORTH OF DELAWARE, OH"
39,Ohio,0208,41,DELAWARE,2,Rural Principal Arterial - Other,23,3,U.S.,,,,2,17.83,"BEGINS 5.7 (ENDS 9.2) MILES NORTH OF US 36, BETWEEN SR 229 (NORTON RD) AND COUNTY RD 209 (TROUTMAN RD), 2.9 MILES NORTH OF DELAWARE, OH"
39,Ohio,0209,41,DELAWARE,2,Rural Principal Arterial - Other,23,3,U.S.,,,,2,17.83,"BEGINS 5.7 (ENDS 9.2) MILES NORTH OF US 36, BETWEEN SR 229 (NORTON RD) AND COUNTY RD 209 (TROUTMAN RD), 2.9 MILES NORTH OF DELAWARE, OH"
39,Ohio,0210,41,DELAWARE,2,Rural Principal Arterial - Other,23,3,U.S.,,,,2,17.83,"BEGINS 5.7 (ENDS 9.2) MILES NORTH OF US 36, BETWEEN SR 229 (NORTON RD) AND COUNTY RD 209 (TROUTMAN RD), 2.9 MILES NORTH OF DELAWARE, OH"
39,Ohio,0211,41,DELAWARE,2,Rural Principal Arterial - Other,23,3,U.S.,,,,2,17.83,"BEGINS 5.7 (ENDS 9.2) MILES NORTH OF US 36, BETWEEN SR 229 (NORTON RD) AND COUNTY RD 209 (TROUTMAN RD), 2.9 MILES NORTH OF DELAWARE, OH"
39,Ohio,0212,41,DELAWARE,2,Rural Principal Arterial - Other,23,3,U.S.,,,,2,17.83,"BEGINS 5.7 (ENDS 9.2) MILES NORTH OF US 36, BETWEEN SR 229 (NORTON RD) AND COUNTY RD 209 (TROUTMAN RD), 2.9 MILES NORTH OF DELAWARE, OH"
39,Ohio,0259,41,DELAWARE,2,Rural Principal Arterial - Other,23,3,U.S.,,,,2,17.83,"BEGINS 5.7 (ENDS 9.2) MILES NORTH OF US 36, BETWEEN SR 229 (NORTON RD) AND COUNTY RD 209 (TROUTMAN RD), 2.9 MILES NORTH OF DELAWARE, OH"
39,Ohio,0260,41,DELAWARE,2,Rural Principal Arterial - Other,23,3,U.S.,,,,2,17.83,"BEGINS 5.7 (ENDS 9.2) MILES NORTH OF US 36, BETWEEN SR 229 (NORTON RD) AND COUNTY RD 209 (TROUTMAN RD), 2.9 MILES NORTH OF DELAWARE, OH"
39,Ohio,0261,41,DELAWARE,2,Rural Principal Arterial - Other,23,3,U.S.,,,,2,17.83,"BEGINS 5.7 (ENDS 9.2) MILES NORTH OF US 36, BETWEEN SR 229 (NORTON RD) AND COUNTY RD 209 (TROUTMAN RD), 2.9 MILES NORTH OF DELAWARE, OH"
39,Ohio,0262,41,DELAWARE,2,Rural Principal Arterial - Other,23,3,U.S.,,,,2,17.83,"BEGINS 5.7 (ENDS 9.2) MILES NORTH OF US 36, BETWEEN SR 229 (NORTON RD) AND COUNTY RD 209 (TROUTMAN RD), 2.9 MILES NORTH OF DELAWARE, OH"
39,Ohio,0263,41,DELAWARE,2,Rural Principal Arterial - Other,23,3,U.S.,,,,2,17.83,"BEGINS 5.7 (ENDS 9.2) MILES NORTH OF US 36, BETWEEN SR 229 (NORTON RD) AND COUNTY RD 209 (TROUTMAN RD), 2.9 MILES NORTH OF DELAWARE, OH"
39,Ohio,0264,41,DELAWARE,2,Rural Principal Arterial - Other,23,3,U.S.,,,,2,17.83,"BEGINS 5.7 (ENDS 9.2) MILES NORTH OF US 36, BETWEEN SR 229 (NORTON RD) AND COUNTY RD 209 (TROUTMAN RD), 2.9 MILES NORTH OF DELAWARE, OH"
39,Ohio,0265,41,DELAWARE,2,Rural Principal Arterial - Other,23,3,U.S.,,,,2,17.83,"BEGINS 5.7 (ENDS 9.2) MILES NORTH OF US 36, BETWEEN SR 229 (NORTON RD) AND COUNTY RD 209 (TROUTMAN RD), 2.9 MILES NORTH OF DELAWARE, OH"
39,Ohio,0809,41,DELAWARE,9,Rural Local Collector,23,3,U.S.,,,,1,,"BEGINS 0.2 (ENDS 0.4) MILES SOUTHWEST OF THE INTERSECTION OF NORTON RD AND US 23, ON OLD US-23 (NORTON WALDO RD), BETWEEN NORTON RD AND COUNTY RD 198, 6.7 MILES NORHT OF DELAWARE, OH"
39,Ohio,0810,41,DELAWARE,9,Rural Local Collector,23,3,U.S.,,,,1,,"BEGINS 0.2 (ENDS 0.4) MILES SOUTHWEST OF THE INTERSECTION OF NORTON RD AND US 23, ON OLD US-23 (NORTON WALDO RD), BETWEEN NORTON RD AND COUNTY RD 198, 6.7 MILES NORHT OF DELAWARE, OH"
39,Ohio,0901,41,DELAWARE,2,Rural Principal Arterial - Other,23,3,U.S.,,,,2,18.66,"BEGINS BEGINS 9.1 (ENDS 6.31) MILES NORTH OF US 36 ALSO, BEGINS 1.7 (ENDS 4.49) MILES SOUTH OF SR 47, BETWEEN SR 229 (NORTON RD)AND COUNTY RD 198 (RADNOR RD), 5.51 MILES NORTH OF DELAWARE, OH"
39,Ohio,0902,41,DELAWARE,2,Rural Principal Arterial - Other,23,3,U.S.,,,,2,18.66,"BEGINS BEGINS 9.1 (ENDS 6.31) MILES NORTH OF US 36 ALSO, BEGINS 1.7 (ENDS 4.49) MILES SOUTH OF SR 47, BETWEEN SR 229 (NORTON RD)AND COUNTY RD 198 (RADNOR RD), 5.51 MILES NORTH OF DELAWARE, OH"
39,Ohio,0903,41,DELAWARE,2,Rural Principal Arterial - Other,23,3,U.S.,,,,2,18.66,"BEGINS BEGINS 9.1 (ENDS 6.31) MILES NORTH OF US 36 ALSO, BEGINS 1.7 (ENDS 4.49) MILES SOUTH OF SR 47, BETWEEN SR 229 (NORTON RD)AND COUNTY RD 198 (RADNOR RD), 5.51 MILES NORTH OF DELAWARE, OH"
39,Ohio,3013,15,BROWN,6,Rural Minor Arterial,68,3,U.S.,,,,1,19.4,"BEGINS 1.7 MILES NORTH OF SR 125 AND 0.48 MILES SOUTH OF COUNTY RD 4B (HAMER RD), BETWEEN COUNTY RD 37 (CAMP RUN RD) AND COUNTY RD 4B (HAMER RD), 39.0 MILES SOUTHEAST OF CINCINNATI, OH, 7.7 MILES NORTHWEST OF REDOAK, OH"
39,Ohio,3801,13,BELMONT,14,Urban Other Principal Arterial,7,3,U.S.,,,,2,12.48,"BEGINS 6.0 MILES SOUTH OF I-470, BETWEEN SHADYSIDE NORTH EXIT AND SHADYSIDE SOUTH EXIT, 29.0 MILES SOUTH OF STEUBENVILLE, OH, 2.0 MILES SOUTH OF BELLAIRE, OH"
39,Ohio,4018,57,GREENE,11,Urban Principal Arterial - Interstate,675,2,Interstate,,,,2,24.05,"BEGINS 10.7 MILES NORTH OF US 35, 2.4 MILES SOUTH OF I-70, BETWEEN SR 444 AND SR 235, 9.2 MILES NORTHEAST OF DAYTON, OH"
